ページ,店舗/施設名称,緯度,経度,業種１,業種２,業種３,丁目
11,酒音茶房 ゴウシュ,36.3799552 ,140.4576658 ,音楽,バー,,大工町２丁目１
11,BAR ブルームーズ,36.3799465 ,140.4576256 ,外食,BAR,,大工町２丁目１
11,パルパル食品,36.3815083 ,140.4578223 ,会社,,,大工町２丁目２
11,ハナ信用組合,36.3813434 ,140.4565711 ,金融,信用組合,,大工町２丁目２
11,つな川,36.3812819 ,140.4566784 ,ショップ,生あん,,大工町２丁目２
11,平石輪店,36.3811976 ,140.4568380 ,ショップ,自転車,,大工町２丁目２
11,心のほたる,36.3811976 ,140.4569185 ,健康,マッサージ,,大工町２丁目２
11,アイザワ証券,36.3811620 ,140.4571397 ,金融,証券,,大工町２丁目２
11,玉川屋,36.3811307 ,140.4574455 ,サービス,着物 洗張,,大工町２丁目２
11,美容 ル・モア,36.3811113 ,140.4572618 ,美容,美容室,,大工町２丁目２
11,焼き肉 ほん,36.3810951 ,140.4575099 ,外食,焼き肉,,大工町２丁目２
11,ENEOS,36.3810627 ,140.4577366 ,燃料,ガソリンスタンド,,大工町２丁目２
11,そば処 嵐,36.3816097 ,140.4578008 ,外食,そば,,大工町２丁目３
11,松枝商店,36.3816039 ,140.4577110 ,？,,,大工町２丁目３
11,MANILA GALS,36.3815935 ,140.4578008 ,外食,スナック,,大工町２丁目３
11,小料理 美川,36.3815686 ,140.4567849 ,外食,,,大工町２丁目３
11,hair Re-make,36.3814036 ,140.4578619 ,美容,,,大工町２丁目３
11,サバイディー マッサージ,36.3819314 ,140.4561411 ,健康,マッサージ,,大工町２丁目４
11,小料理 むらさき,36.3817176 ,140.4562806 ,外食,居酒屋,,大工町２丁目４
11,日本空手協会,36.3816777 ,140.4564268 ,学習・訓練,空手,,大工町２丁目４
11,美容室 SOUL,36.3814600 ,140.4558389 ,美容,,,大工町２丁目５
11,三雅,36.3814125 ,140.4558925 ,服飾,宝石・毛皮,,大工町２丁目５
11,第四分団,36.3813747 ,140.4560816 ,公共サービス,消防団,,大工町２丁目５
11,根本金物店,36.3811454 ,140.4554822 ,ショップ,金物,,大工町２丁目６
11,資生堂販売,36.3810578 ,140.4559361 ,会社,,,大工町２丁目６
11,靴のイイムラ,36.3810124 ,140.4561856 ,ショップ,靴,,大工町２丁目６
11,在日大韓基督水戸教会,36.3809854 ,140.4562298 ,宗教,教会,,大工町２丁目６
11,鈴木洋傘店,36.3809644 ,140.4564279 ,服飾,洋傘,,大工町２丁目６
11,根本染物店,36.3809450 ,140.4565459 ,服飾,染物,,大工町２丁目６
11,かんさい,36.3808888 ,140.4553430 ,外食,居酒屋,,大工町２丁目６
11,マクドナルドドライブスルー,36.3807897 ,140.4567815 ,外食,ハンバーガー,,大工町２丁目６
11,丸正ガラス店,36.3806685 ,140.4552089 ,ショップ,ガラス,,大工町２丁目６
11,大原神経科,36.3806354 ,140.4554825 ,医療,神経科,,大工町２丁目６
11,石川鍼灸,36.3805930 ,140.4561477 ,健康,鍼灸,,大工町２丁目６
11,つくし堂菓子,36.3812492 ,140.4552961 ,スイーツ,お菓子,,大工町３丁目１
11,田宮文具,36.3811461 ,140.4552425 ,文具,,,大工町３丁目１
11,ひょうたん島保育所,36.3810851 ,140.4551768 ,学校,保育園,,大工町３丁目１
11,チェリー美容室,36.3810187 ,140.4551379 ,美容,美容室,,大工町３丁目１
11,魚なか 仕出し,36.3808864 ,140.4550473 ,食品,仕出し,,大工町３丁目１
11,長兵衛,36.3817943 ,140.4574789 ,外食,,,栄町１丁目１１
11,ラーメン 一番館,36.3817840 ,140.4575205 ,外食,ラーメン,,栄町１丁目１１
11,すーちゃん,36.3817819 ,140.4575949 ,？,,,栄町１丁目１１
11,福客来,36.3817457 ,140.4577297 ,外食,,,栄町１丁目１１
10,グリーンロードビル,36.3817621 ,140.4586137 ,ビル,,,栄町１丁目７
10,ラーメン 二幸,36.3817233 ,140.4584622 ,外食,レストラン,ラーメン,栄町１丁目７
10,大沢歯科医院,36.3816974 ,140.4587572 ,医療,歯科医,,栄町１丁目７
11,呑食処 なごみ,36.3817621 ,140.4580679 ,外食,,,栄町１丁目８
8,天王町鍼灸治療院,36.3776281 ,140.4620443 ,健康,鍼灸,,天王町２
8,アキュモセラピー,36.3776055 ,140.4621006 ,健康,マッサージ,,天王町２
8,茨城県調理師連合会,36.3774856 ,140.4626733 ,会社,,,天王町２
8,ロン＆マミー,36.3774413 ,140.4628288 ,外食,スナック,,天王町２
8,炉ん　洋風ろばた,36.3774230 ,140.4628838 ,外食,居酒屋,,天王町２
8,ブティック 麻衣,36.3772740 ,140.4633532 ,衣料,,,天王町２
8,クリスプマーシィー,36.3772178 ,140.4633331 ,衣料,ベビー用品,,天王町２
8,ラ・ロサ・メヒカナ,36.3771822 ,140.4633224 ,ショップ,輸入小物,,天王町２
10,ギャルコレクション,36.3791225 ,140.4597097 ,娯楽,ソープランド,,天王町５
10,松寿司本店,36.3791095 ,140.4598036 ,外食,すし,,天王町５
9,クラブメッカ,36.3787984 ,140.4606526 ,外食,クラブ,,天王町５
9,パラダイス,36.3787984 ,140.4606526 ,娯楽,ソープランド,,天王町５
10,マーマー食堂,36.3791830 ,140.4595059 ,外食,中華,,天王町６
10,美也美,36.3791808 ,140.4595998 ,外食,スナック,,天王町６
10,ホテルRESTAY,36.3790983 ,140.4592643 ,宿泊,ラブホテル,,天王町６
10,小平観賞魚センター,36.3789172 ,140.4588313 ,趣味,鑑賞魚,,天王町７
10,こばし石材,36.3787898 ,140.4584558 ,ショップ,石材店,,天王町７
10,伊藤塗装店,36.3787163 ,140.4584961 ,会社,塗装業,,天王町７
11,鈴木理容,36.3805415 ,140.4551164 ,美容,,,元山町１丁目１
11,石黒接骨院,36.3805101 ,140.4552512 ,健康,接骨院,,元山町１丁目１
11,イセヤ産業,36.3804391 ,140.4550636 ,会社,,,元山町１丁目１
11,ことぶきクリーニング,36.3803498 ,140.4550473 ,サービス,クリーニング,,元山町１丁目１
11,イマセ,36.3799086 ,140.4548678 ,会社,家具,,元山町１丁目１
11,田徳,36.3798354 ,140.4547779 ,食品,雑穀,,元山町１丁目１
11,神應寺,36.3795083 ,140.4569446 ,宗教,,,元山町１丁目１
11,別雷皇太神,36.3791382 ,140.4572021 ,宗教,,,元山町１丁目１
11,常陸国親鸞聖蹟　唯信望開基　信願時,36.3799542 ,140.4535840 ,宗教,寺,,緑町１丁目２
11,高瀬工務店,36.3800832 ,140.4546932 ,会社,工務店,,緑町１丁目３
11,サクスィート,36.3800496 ,140.4546748 ,？,,,緑町１丁目３
11,ひろせ和菓子,36.3799444 ,140.4546241 ,スイーツ,和菓子,,緑町１丁目３
11,今関氷店,36.3807801 ,140.4550426 ,ショップ,氷,,緑町１丁目４
11,アートギャラリー 偕,36.3806813 ,140.4550151 ,文化・芸術,アートギャラリー,,緑町１丁目４
